time,location,country,description,sunrise,sunset,clouds,windspeed,winddeg,tempmin,tempmax,temp,pressure,humidity
1558812601,"Tromsø","NO","broken clouds",0,0,75,2.6,360,4,5,4.58,1006,69
1558813201,"Tromsø","NO","broken clouds",0,0,75,2.6,360,4,5,4.59,1006,69
1558813801,"Tromsø","NO","broken clouds",0,0,75,2.1,350,4,5,4.58,1005,69
1558814401,"Tromsø","NO","broken clouds",0,0,75,2.1,350,4,5,4.58,1005,69
1558815001,"Tromsø","NO","broken clouds",0,0,75,2.1,350,4,5,4.58,1005,69
1558815601,"Tromsø","NO","broken clouds",0,0,75,2.1,340,4,5,4.58,1005,64
1558816202,"Tromsø","NO","broken clouds",0,0,75,2.1,340,4,5,4.58,1005,64
1558816801,"Tromsø","NO","broken clouds",0,0,75,2.1,340,4,5,4.58,1005,64
1558817401,"Tromsø","NO","broken clouds",0,0,75,3.1,330,4,5,4.58,1005,64
1558818001,"Tromsø","NO","broken clouds",0,0,75,3.1,330,4,5,4.58,1005,64
1558818601,"Tromsø","NO","broken clouds",0,0,75,3.1,330,4,5,4.59,1005,64
1558819201,"Tromsø","NO","broken clouds",0,0,75,3.1,330,4,4,4,1005,64
1558819801,"Tromsø","NO","broken clouds",0,0,75,3.1,330,4,4,4,1005,64
1558820401,"Tromsø","NO","broken clouds",0,0,75,3.1,330,4,4,4,1005,64
1558821001,"Tromsø","NO","broken clouds",0,0,75,2.6,330,4,4,4,1005,64
1558821601,"Tromsø","NO","broken clouds",0,0,75,2.6,330,4,4,4,1005,64
1558822201,"Tromsø","NO","broken clouds",0,0,75,2.6,330,4,4,4,1005,64
1558822801,"Tromsø","NO","broken clouds",0,0,75,2.1,310,4,4,4,1004,60
1558823401,"Tromsø","NO","broken clouds",0,0,75,2.1,310,4,4,4,1004,60
1558824001,"Tromsø","NO","broken clouds",0,0,75,2.1,310,4,4,4,1004,60
1558824601,"Tromsø","NO","broken clouds",0,0,75,2.1,310,3,4,3.48,1004,60
1558825201,"Tromsø","NO","broken clouds",0,0,75,2.1,310,3,4,3.48,1004,60
1558825801,"Tromsø","NO","broken clouds",0,0,75,2.1,310,3,4,3.47,1004,60
1558826401,"Tromsø","NO","broken clouds",0,0,75,2.1,310,3,4,3.47,1004,60
1558827001,"Tromsø","NO","broken clouds",0,0,75,1,340,2.22,3,2.71,1004,69
1558827601,"Tromsø","NO","broken clouds",0,0,75,1,340,2.22,3,2.72,1004,69
1558828201,"Tromsø","NO","broken clouds",0,0,75,1,340,2.22,3,2.72,1004,69
1558828801,"Tromsø","NO","broken clouds",0,0,75,1,340,2.22,3,2.72,1004,69
1558829401,"Tromsø","NO","broken clouds",0,0,75,1,340,2.22,3,2.73,1004,69
1558830001,"Tromsø","NO","broken clouds",0,0,75,3.1,310,2.22,3,2.71,1003,69
1558830601,"Tromsø","NO","broken clouds",0,0,75,3.1,310,2.22,3,2.71,1003,69
1558831201,"Tromsø","NO","broken clouds",0,0,75,3.1,310,3,3,3,1003,69
1558831801,"Tromsø","NO","broken clouds",0,0,75,2.1,290,2,3,2.58,1003,69
1558832401,"Tromsø","NO","broken clouds",0,0,75,2.1,290,2,3,2.58,1003,69
1558833001,"Tromsø","NO","broken clouds",0,0,75,2.1,290,2,3,2.58,1003,69
1558833601,"Tromsø","NO","broken clouds",0,0,75,1.5,null,2,3,2.58,1003,74
1558834201,"Tromsø","NO","broken clouds",0,0,75,1.5,null,2,3,2.58,1003,74
1558834801,"Tromsø","NO","broken clouds",0,0,75,1.5,null,2,3,2.63,1003,74
1558835401,"Tromsø","NO","broken clouds",0,0,75,1.5,null,2,3,2.61,1003,74
1558836001,"Tromsø","NO","broken clouds",0,0,75,1.5,null,2,3,2.61,1003,74
1558836601,"Tromsø","NO","broken clouds",0,0,75,1.5,null,2,3,2.53,1003,74
1558837201,"Tromsø","NO","broken clouds",0,0,75,1.5,null,2,3,2.53,1003,74
1558837801,"Tromsø","NO","broken clouds",0,0,75,3.1,310,3,3,3,1002,69
1558838401,"Tromsø","NO","broken clouds",0,0,75,3.1,310,3,3,3,1002,69
1558839001,"Tromsø","NO","broken clouds",0,0,75,3.6,320,3,3,3,1002,69
1558839601,"Tromsø","NO","broken clouds",0,0,75,3.6,320,3,3,3,1002,69
1558840201,"Tromsø","NO","broken clouds",0,0,75,3.6,320,3,3,3,1002,69
1558840801,"Tromsø","NO","broken clouds",0,0,75,3.1,320,3,3,3,1002,69
1558841401,"Tromsø","NO","broken clouds",0,0,75,3.1,320,3,3,3,1002,69
1558842001,"Tromsø","NO","broken clouds",0,0,75,3.1,320,3,3,3,1002,69
1558842601,"Tromsø","NO","broken clouds",0,0,75,3.1,320,3,3,3,1002,69
1558843201,"Tromsø","NO","broken clouds",0,0,75,3.1,320,3,3,3,1002,69
1558843801,"Tromsø","NO","broken clouds",0,0,75,3.1,320,3,3,3,1002,69
1558844401,"Tromsø","NO","broken clouds",0,0,75,0.5,null,3,4,3.42,1002,64
1558845001,"Tromsø","NO","broken clouds",0,0,75,0.5,null,3,4,3.42,1002,64
1558845601,"Tromsø","NO","broken clouds",0,0,75,0.5,null,3,4,3.41,1002,64
1558846201,"Tromsø","NO","broken clouds",0,0,75,0.5,null,3,4,3.48,1002,64
1558846801,"Tromsø","NO","broken clouds",0,0,75,0.5,null,3,4,3.48,1002,64
1558847401,"Tromsø","NO","broken clouds",0,0,75,0.5,null,3,4,3.47,1002,64
1558848001,"Tromsø","NO","broken clouds",0,0,75,0.5,null,3,4,3.47,1002,64
1558848601,"Tromsø","NO","broken clouds",0,0,75,1.5,null,4,4,4,1001,60
1558849201,"Tromsø","NO","broken clouds",0,0,75,1.5,null,4,4,4,1001,60
1558849801,"Tromsø","NO","broken clouds",0,0,75,1.5,null,4,4,4,1001,60
1558850401,"Tromsø","NO","broken clouds",0,0,75,1.5,null,4,4,4,1001,60
1558851001,"Tromsø","NO","broken clouds",0,0,75,1.5,null,4,4,4,1001,60
1558851601,"Tromsø","NO","broken clouds",0,0,75,2.6,250,4,4,4,1001,64
1558852201,"Tromsø","NO","broken clouds",0,0,75,2.6,250,4,4,4,1001,64
1558852801,"Tromsø","NO","broken clouds",0,0,75,2.6,250,4,4,4,1001,64
1558853401,"Tromsø","NO","broken clouds",0,0,75,2.6,250,4,4,4,1001,64
1558854001,"Tromsø","NO","broken clouds",0,0,75,2.6,250,4,5,4.52,1001,64
1558854601,"Tromsø","NO","broken clouds",0,0,75,2.6,250,4,5,4.53,1001,64
1558855201,"Tromsø","NO","broken clouds",0,0,75,2.1,220,5,5,5,1001,60
1558855801,"Tromsø","NO","broken clouds",0,0,75,2.1,220,5,5,5,1001,60
1558856401,"Tromsø","NO","broken clouds",0,0,75,2.1,220,5,5,5,1001,60
1558857001,"Tromsø","NO","broken clouds",0,0,75,2.6,220,5,6,5.58,1000,56
1558857601,"Tromsø","NO","broken clouds",0,0,75,2.6,220,5,6,5.58,1000,56
1558858201,"Tromsø","NO","broken clouds",0,0,75,2.6,220,5,6,5.59,1000,56
1558858801,"Tromsø","NO","broken clouds",0,0,75,3.1,250,5,5,5,1000,56
1558859401,"Tromsø","NO","broken clouds",0,0,75,3.1,250,5,5,5,1000,56
1558860001,"Tromsø","NO","broken clouds",0,0,75,3.1,250,5,5,5,1000,56
1558860601,"Tromsø","NO","broken clouds",0,0,75,2.1,260,5,5,5,1000,56
1558861201,"Tromsø","NO","broken clouds",0,0,75,2.1,260,5,5,5,1000,56
1558861801,"Tromsø","NO","broken clouds",0,0,75,2.1,260,5,5,5,1000,56
1558862401,"Tromsø","NO","broken clouds",0,0,75,1.5,220,5,6,5.58,1000,60
1558863001,"Tromsø","NO","broken clouds",0,0,75,1.5,220,5,6,5.58,1000,60
1558863601,"Tromsø","NO","broken clouds",0,0,75,1.5,220,5,6,5.59,1000,60
1558864201,"Tromsø","NO","broken clouds",0,0,75,1.5,220,5,6,5.59,1000,60
1558864801,"Tromsø","NO","broken clouds",0,0,75,1.5,null,5,6,5.58,1000,56
1558865401,"Tromsø","NO","broken clouds",0,0,75,1.5,null,5,6,5.59,1000,56
1558866001,"Tromsø","NO","shower rain",0,0,75,1,null,5,5,5,1000,56
1558866601,"Tromsø","NO","shower rain",0,0,75,1,null,5,5,5,1000,56
1558867201,"Tromsø","NO","shower rain",0,0,75,1,null,5,5,5,1000,56
1558867801,"Tromsø","NO","shower rain",0,0,40,1.5,null,6,6,6,1000,56
1558868401,"Tromsø","NO","shower rain",0,0,40,1.5,null,6,6,6,1000,56
1558869001,"Tromsø","NO","shower rain",0,0,40,1.5,null,6,6,6,1000,56
1558869601,"Tromsø","NO","shower rain",0,0,40,1.5,null,6,6,6,1000,56
1558870201,"Tromsø","NO","shower rain",0,0,75,2.6,270,5,6,5.58,1000,65
1558870801,"Tromsø","NO","shower rain",0,0,75,2.6,270,5,6,5.59,1000,65
1558871401,"Tromsø","NO","broken clouds",0,0,75,2.6,320,5,6,5.58,1000,65
1558872001,"Tromsø","NO","broken clouds",0,0,75,2.6,320,5,6,5.58,1000,65
1558872601,"Tromsø","NO","broken clouds",0,0,75,2.6,320,5,6,5.58,1000,65
1558873201,"Tromsø","NO","broken clouds",0,0,75,2.1,320,5,6,5.58,1000,65
1558873801,"Tromsø","NO","broken clouds",0,0,75,2.1,320,5,6,5.58,1000,65
1558874401,"Tromsø","NO","broken clouds",0,0,75,2.1,320,5,6,5.59,1000,65
1558875001,"Tromsø","NO","light intensity drizzle",0,0,75,1.5,null,5,7,6.16,1000,74
1558875601,"Tromsø","NO","light intensity drizzle",0,0,75,1.5,null,5,7,6.17,1000,74
1558876201,"Tromsø","NO","light intensity drizzle",0,0,75,1.5,null,5,7,6.17,1000,74
1558876801,"Tromsø","NO","light intensity drizzle",0,0,75,1,null,4,7,5.73,1000,74
1558877401,"Tromsø","NO","light intensity drizzle",0,0,75,1,null,4,7,5.73,1000,74
1558878001,"Tromsø","NO","light intensity drizzle",0,0,75,1,null,4,7,5.78,1000,70
1558878601,"Tromsø","NO","light intensity drizzle",0,0,75,1,null,4,7,5.78,1000,70
1558879201,"Tromsø","NO","shower rain",0,0,75,1.5,360,5,6,5.58,1000,65
1558879801,"Tromsø","NO","shower rain",0,0,75,1.5,360,5,6,5.59,1000,65
1558880401,"Tromsø","NO","broken clouds",0,0,75,1.5,360,5,6,5.58,1000,70
1558881001,"Tromsø","NO","broken clouds",0,0,75,1.5,360,5,6,5.58,1000,70
1558881601,"Tromsø","NO","broken clouds",0,0,75,1.5,360,5,6,5.58,1000,70
1558882201,"Tromsø","NO","broken clouds",0,0,75,1.5,340,5,7,6.16,1000,65
1558882801,"Tromsø","NO","broken clouds",0,0,75,1.5,340,5,7,6.16,1000,65
1558883401,"Tromsø","NO","broken clouds",0,0,75,1.5,340,5,7,6.19,1000,65
1558884002,"Tromsø","NO","broken clouds",0,0,75,2.1,20,6,7,6.58,1000,70
1558884601,"Tromsø","NO","broken clouds",0,0,75,2.1,20,6,7,6.58,1000,70
1558885201,"Tromsø","NO","broken clouds",0,0,75,2.1,20,6,7,6.59,1000,70
1558887092,"Tromsø","NO","broken clouds",0,0,75,2.1,10,6,7,6.59,1000,70
1558888201,"Tromsø","NO","broken clouds",0,0,75,1.5,20,6,7,6.58,999,60
1558888801,"Tromsø","NO","broken clouds",0,0,75,1.5,20,6,7,6.59,999,60
1558889401,"Tromsø","NO","broken clouds",0,0,75,1,null,6,6,6,999,60
1558890001,"Tromsø","NO","broken clouds",0,0,75,1,null,6,6,6,999,60
1558890601,"Tromsø","NO","broken clouds",0,0,75,1,null,6,6,6,999,60
1558891201,"Tromsø","NO","shower rain",0,0,75,2.1,10,5,6,5.58,999,65
1558891801,"Tromsø","NO","shower rain",0,0,75,2.1,10,5,6,5.58,999,65
1558892401,"Tromsø","NO","shower rain",0,0,75,2.1,10,5,6,5.59,999,65
1558893001,"Tromsø","NO","broken clouds",0,0,75,1.5,20,5,6,5.65,999,65
1558893601,"Tromsø","NO","broken clouds",0,0,75,1.5,20,5,6,5.67,999,65
1558894201,"Tromsø","NO","broken clouds",0,0,75,1.5,20,5,6,5.69,999,65
1558894801,"Tromsø","NO","broken clouds",0,0,75,1,null,5,6,5.58,999,68
1558895401,"Tromsø","NO","broken clouds",0,0,75,1,null,5,6,5.58,999,68
1558896001,"Tromsø","NO","broken clouds",0,0,75,1,null,5,6,5.59,999,68
1558896601,"Tromsø","NO","broken clouds",0,0,75,2.6,30,5,6,5.65,999,68
1558897201,"Tromsø","NO","broken clouds",0,0,75,2.6,30,5,6,5.67,999,68
1558897801,"Tromsø","NO","broken clouds",0,0,75,2.6,30,5,6,5.68,999,68
1558898401,"Tromsø","NO","broken clouds",0,0,75,2.1,60,5,6,5.58,999,68
1558899001,"Tromsø","NO","broken clouds",0,0,75,2.1,60,5,6,5.58,999,68
1558899601,"Tromsø","NO","broken clouds",0,0,75,2.1,60,5,6,5.59,999,71
1558900201,"Tromsø","NO","broken clouds",0,0,75,2.1,60,5,6,5.59,999,71
1558900801,"Tromsø","NO","broken clouds",0,0,75,2.1,50,5,6,5.67,999,71
1558901401,"Tromsø","NO","broken clouds",0,0,75,2.1,50,5,6,5.69,999,71
1558902001,"Tromsø","NO","broken clouds",0,0,75,2.6,80,5,6,5.58,999,71
1558902601,"Tromsø","NO","broken clouds",0,0,75,2.6,80,5,6,5.58,999,71
1558903201,"Tromsø","NO","broken clouds",0,0,75,2.6,80,5,6,5.59,999,71
1558903801,"Tromsø","NO","broken clouds",0,0,75,2.6,90,5,6,5.65,998,71
1558904401,"Tromsø","NO","broken clouds",0,0,75,2.6,90,5,6,5.67,998,71
1558905001,"Tromsø","NO","broken clouds",0,0,75,2.6,90,5,6,5.69,998,71
1558905601,"Tromsø","NO","shower rain",0,0,75,4.6,110,5,5,5,998,71
1558906201,"Tromsø","NO","shower rain",0,0,75,4.6,110,5,5,5,998,71
1558906801,"Tromsø","NO","shower rain",0,0,75,4.6,110,5,5,5,998,71
1558907401,"Tromsø","NO","shower rain",0,0,75,4.6,110,5,5,5,998,71
1558908001,"Tromsø","NO","shower rain",0,0,75,4.6,110,5,5,5,998,71
1558908601,"Tromsø","NO","shower rain",0,0,75,4.6,110,5,5,5,998,71
1558909201,"Tromsø","NO","light rain",0,0,75,5.1,110,4,5,4.58,998,69
1558909801,"Tromsø","NO","light rain",0,0,75,5.1,110,4,5,4.58,998,69
1558910401,"Tromsø","NO","light rain",0,0,75,5.1,110,4,5,4.59,998,69
1558911001,"Tromsø","NO","light rain",0,0,75,4.1,120,4,4,4,998,77
1558911601,"Tromsø","NO","light rain",0,0,75,4.1,120,4,4,4,998,77
1558912201,"Tromsø","NO","light rain",0,0,75,4.1,120,4,4,4,998,77
1558912801,"Tromsø","NO","light rain",0,0,75,5.7,110,3,4,3.42,998,75
1558913401,"Tromsø","NO","light rain",0,0,75,5.7,110,3,4,3.42,998,75
1558914001,"Tromsø","NO","light rain",0,0,75,5.7,110,3,4,3.41,998,75
1558914601,"Tromsø","NO","light rain",0,0,75,5.7,110,3,4,3.48,998,75
1558915201,"Tromsø","NO","light rain",0,0,75,5.7,110,3,4,3.48,998,75
1558915801,"Tromsø","NO","light rain",0,0,75,5.7,110,3,4,3.47,998,75
1558916401,"Tromsø","NO","light rain",0,0,75,2.6,140,3,4,3.42,997,75
1558917001,"Tromsø","NO","light rain",0,0,75,2.6,140,3,4,3.42,997,75
1558917601,"Tromsø","NO","light rain",0,0,75,2.6,140,3,4,3.41,997,75
1558918201,"Tromsø","NO","light rain",0,0,75,2.6,140,3,4,3.48,997,75
1558918801,"Tromsø","NO","light rain",0,0,75,2.6,140,3,4,3.48,997,75
1558919401,"Tromsø","NO","light rain",0,0,75,2.6,140,3,4,3.48,997,75
1558920001,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,90,2,4,2.84,997,80
1558920601,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,90,2,4,2.83,997,80
1558921201,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,90,2,4,2.81,997,80
1558921801,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,90,2,4,2.81,997,80
1558922401,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,90,2,4,2.95,997,80
1558923001,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,90,2,4,2.95,997,80
1558923601,"Tromsø","NO","light intensity shower rain",0,0,90,1.5,40,2,3,2.42,998,76
1558924201,"Tromsø","NO","light intensity shower rain",0,0,90,1.5,40,2,3,2.42,998,76
1558924801,"Tromsø","NO","light intensity shower rain",0,0,90,1.5,40,2,3,2.41,998,76
1558925401,"Tromsø","NO","light intensity shower rain",0,0,90,1.5,40,1,3,1.96,998,76
1558926001,"Tromsø","NO","light intensity shower rain",0,0,90,1.5,40,1,3,1.96,998,76
1558926601,"Tromsø","NO","light intensity shower rain",0,0,90,1.5,40,1,3,1.95,998,76
1558927201,"Tromsø","NO","light intensity shower rain",0,0,75,1.5,null,1,3,1.84,997,76
1558927801,"Tromsø","NO","light intensity shower rain",0,0,75,1.5,null,1,3,1.83,997,76
1558928401,"Tromsø","NO","light intensity shower rain",0,0,75,1.5,null,1,3,1.81,997,76
1558929001,"Tromsø","NO","light intensity shower rain",0,0,75,1.5,null,1,3,1.96,997,76
1558929602,"Tromsø","NO","light intensity shower rain",0,0,75,1.5,null,1,3,1.96,997,76
1558930201,"Tromsø","NO","light intensity shower rain",0,0,75,1.5,null,1,3,1.95,997,76
1558930801,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,60,2,2,2,997,76
1558931401,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,60,2,2,2,997,76
1558932001,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,60,2,2,2,997,76
1558932601,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,70,2,2,2,997,76
1558933201,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,70,2,2,2,997,76
1558933801,"Tromsø","NO","light intensity shower rain",0,0,75,2.6,70,2,2,2,997,76
1558934401,"Tromsø","NO","light intensity shower rain",0,0,75,3.1,90,2,2,2,997,76
1558935001,"Tromsø","NO","light intensity shower rain",0,0,75,3.1,90,2,2,2,997,76
1558935601,"Tromsø","NO","light intensity shower rain",0,0,75,3.1,90,1.67,2,1.88,997,79
1558936201,"Tromsø","NO","light intensity shower rain",0,0,75,3.1,90,1.67,2,1.88,997,79
1558936801,"Tromsø","NO","light intensity drizzle",0,0,75,1,null,2,3,2.43,997,79
1558937401,"Tromsø","NO","light intensity drizzle",0,0,75,1,null,2,3,2.43,997,79
1558938001,"Tromsø","NO","light intensity shower rain",0,0,75,0.5,null,2,4,2.98,997,93
1558940401,"Tromsø","NO","shower rain",0,0,75,1.5,270,3,4,3.58,997,86
1558941001,"Tromsø","NO","shower rain",0,0,75,1.5,270,3,4,3.59,997,86
1558941601,"Tromsø","NO","shower rain",0,0,75,1.5,260,3,4,3.58,997,86
1558942201,"Tromsø","NO","shower rain",0,0,75,1.5,260,3,4,3.58,997,86
1558942801,"Tromsø","NO","shower rain",0,0,75,1.5,260,3,4,3.59,997,86
1558943401,"Tromsø","NO","shower rain",0,0,75,1.5,260,3,4,3.59,997,86
1558944001,"Tromsø","NO","scattered clouds",0,0,40,2.1,220,3,5,4.17,997,86
1558944601,"Tromsø","NO","scattered clouds",0,0,40,2.1,220,3,5,4.19,997,86
1558945201,"Tromsø","NO","scattered clouds",0,0,40,2.1,220,3,5,4.19,997,86
1558945801,"Tromsø","NO","scattered clouds",0,0,40,2.1,220,3,5,4.05,997,86
1558946401,"Tromsø","NO","scattered clouds",0,0,40,2.1,220,3,5,4.05,997,86
1558947001,"Tromsø","NO","broken clouds",0,0,75,5.1,170,4,5,4.58,998,86
1558947601,"Tromsø","NO","broken clouds",0,0,75,5.1,170,4,5,4.58,998,86
1558948201,"Tromsø","NO","broken clouds",0,0,75,5.1,170,4,5,4.59,998,86
1558948801,"Tromsø","NO","scattered clouds",0,0,40,6.2,180,5,6,5.58,998,80
1558949401,"Tromsø","NO","scattered clouds",0,0,40,6.2,180,5,6,5.58,998,80
1558950001,"Tromsø","NO","scattered clouds",0,0,40,6.2,180,5,6,5.59,998,80
1558950601,"Tromsø","NO","scattered clouds",0,0,40,6.2,180,5,6,5.59,998,80
1558951201,"Tromsø","NO","scattered clouds",0,0,40,5.1,160,5,7,6.17,998,80
1558951801,"Tromsø","NO","scattered clouds",0,0,40,5.1,160,5,7,6.18,998,80
1558952401,"Tromsø","NO","scattered clouds",0,0,40,5.1,160,5,7,6.18,998,80
1558953001,"Tromsø","NO","scattered clouds",0,0,40,5.7,170,6,8,7.17,998,75
1558953601,"Tromsø","NO","scattered clouds",0,0,40,5.7,170,6,8,7.19,998,75
1558954201,"Tromsø","NO","few clouds",0,0,20,4.6,170,6,9,7.73,998,70
1558954801,"Tromsø","NO","few clouds",0,0,20,4.6,170,6,9,7.75,998,70
1558955401,"Tromsø","NO","few clouds",0,0,20,4.6,170,6,9,7.78,998,70
1558956001,"Tromsø","NO","few clouds",0,0,20,4.1,180,7,8,7.58,998,73
1558956601,"Tromsø","NO","few clouds",0,0,20,4.1,180,7,8,7.58,998,73
1558957201,"Tromsø","NO","few clouds",0,0,20,4.1,180,7,8,7.59,998,73
1558957802,"Tromsø","NO","few clouds",0,0,20,5.1,170,7,9,8.16,998,65
1558958401,"Tromsø","NO","few clouds",0,0,20,5.1,170,7,9,8.16,998,65
1558959001,"Tromsø","NO","few clouds",0,0,20,5.1,170,7,9,8.19,998,65
1558959601,"Tromsø","NO","scattered clouds",0,0,40,6.2,170,7,10,8.73,998,65
1558960201,"Tromsø","NO","scattered clouds",0,0,40,6.2,170,7,10,8.75,998,65
1558960802,"Tromsø","NO","scattered clouds",0,0,40,6.2,170,7,10,8.78,998,65
1558961401,"Tromsø","NO","scattered clouds",0,0,40,6.2,170,7,10,8.78,998,65
1558962001,"Tromsø","NO","broken clouds",0,0,75,6.7,170,8,9,8.58,998,73
1558962601,"Tromsø","NO","broken clouds",0,0,75,6.7,170,8,9,8.58,998,73
1558963201,"Tromsø","NO","broken clouds",0,0,75,7.2,180,8,10,9.16,998,61
1558968001,"Tromsø","NO","broken clouds",0,0,75,4.1,180,9,11,10.18,999,57
1558971601,"Tromsø","NO","shower rain",0,0,75,2.1,340,10,12,11.18,999,53
1558972201,"Tromsø","NO","scattered clouds",0,0,40,3.1,360,10,11,10.58,999,53
1558972801,"Tromsø","NO","scattered clouds",0,0,40,3.1,360,10,11,10.58,999,53
1558973401,"Tromsø","NO","scattered clouds",0,0,40,3.1,360,10,11,10.59,999,53
1558974001,"Tromsø","NO","scattered clouds",0,0,40,3.1,360,10,12,11.04,999,53
1558974601,"Tromsø","NO","scattered clouds",0,0,40,2.6,310,10,12,11.17,999,53
1558975201,"Tromsø","NO","scattered clouds",0,0,40,2.6,310,10,12,11.19,999,53
1558975801,"Tromsø","NO","scattered clouds",0,0,40,2.6,310,10,12,11.19,999,53
1558976401,"Tromsø","NO","few clouds",0,0,20,3.1,300,10,11,10.58,999,53
1558977001,"Tromsø","NO","few clouds",0,0,20,3.1,300,10,11,10.59,999,53
1558977601,"Tromsø","NO","few clouds",0,0,20,3.6,20,10,12,11.16,999,53
1558978201,"Tromsø","NO","few clouds",0,0,20,3.6,20,10,12,11.17,999,53
1558978801,"Tromsø","NO","few clouds",0,0,20,3.6,20,10,12,11.18,999,53
1558979401,"Tromsø","NO","few clouds",0,0,20,3.6,20,10,12,11.18,999,53
1558980001,"Tromsø","NO","few clouds",0,0,20,3.1,20,10,12,11.34,999,53
1558980601,"Tromsø","NO","few clouds",0,0,20,3.1,20,10,12,11.38,999,53
1558981201,"Tromsø","NO","few clouds",0,0,20,3.1,20,9,11,10.16,999,57
1558981801,"Tromsø","NO","few clouds",0,0,20,3.1,20,9,11,10.16,999,57
1558983601,"Tromsø","NO","few clouds",0,0,20,3.1,20,9,11,10.34,1000,61
1558984861,"Tromsø","NO","few clouds",0,0,20,3.1,20,9,10,9.58,999,61
1558985401,"Tromsø","NO","few clouds",0,0,20,3.1,20,9,10,9.58,999,61
1558986001,"Tromsø","NO","few clouds",0,0,20,3.1,20,9,10,9.59,999,61
1558986601,"Tromsø","NO","few clouds",0,0,20,3.6,30,8,10,9.3,1000,65
1558987201,"Tromsø","NO","few clouds",0,0,20,3.6,30,8,10,9.33,1000,65
1558987801,"Tromsø","NO","few clouds",0,0,20,3.6,30,8,10,9.38,1000,65
1558988401,"Tromsø","NO","few clouds",0,0,20,3.1,50,8,9,8.58,1000,70
1558989001,"Tromsø","NO","few clouds",0,0,20,3.1,50,8,9,8.58,1000,70
1558989601,"Tromsø","NO","few clouds",0,0,20,3.1,50,8,9,8.59,1000,70
1558990201,"Tromsø","NO","few clouds",0,0,20,3.1,60,8,9,8.65,1000,70
1558990230,"Tromsø","NO","few clouds",0,0,20,3.1,60,8,9,8.66,1000,70
1558990801,"Tromsø","NO","few clouds",0,0,20,3.1,60,8,9,8.67,1000,70
1558991401,"Tromsø","NO","few clouds",0,0,20,3.1,60,8,9,8.69,1000,70
1558992001,"Tromsø","NO","few clouds",0,0,20,4.1,80,7,7,7,1000,75
1558992601,"Tromsø","NO","few clouds",0,0,20,4.1,80,7,7,7,1000,75
1558993201,"Tromsø","NO","few clouds",0,0,20,4.1,80,7,7,7,1000,75
1558993801,"Tromsø","NO","few clouds",0,0,20,3.1,100,6,7,6.58,1000,81
1558994401,"Tromsø","NO","few clouds",0,0,20,3.1,100,6,7,6.58,1000,81
1558995001,"Tromsø","NO","few clouds",0,0,20,3.1,100,6,7,6.59,1000,81
1558995601,"Tromsø","NO","few clouds",0,0,20,3.1,100,6,7,6.59,1000,81
1558996201,"Tromsø","NO","scattered clouds",0,0,40,5.1,100,5,6,5.42,1000,75
1558996801,"Tromsø","NO","scattered clouds",0,0,40,5.1,100,5,6,5.42,1000,75
1558997401,"Tromsø","NO","scattered clouds",0,0,40,5.1,100,4,6,4.96,1000,75
1558998001,"Tromsø","NO","scattered clouds",0,0,40,5.1,100,4,6,4.95,1000,75
1558998601,"Tromsø","NO","scattered clouds",0,0,40,5.1,100,4,6,4.95,1000,75
1558999201,"Tromsø","NO","few clouds",0,0,20,4.6,100,2,6,3.69,1001,81
1558999801,"Tromsø","NO","few clouds",0,0,20,4.6,100,2,6,3.66,1001,81
1559000401,"Tromsø","NO","few clouds",0,0,20,4.6,100,2,6,3.63,1001,81
1559001001,"Tromsø","NO","few clouds",0,0,20,4.6,100,1,6,3.39,1001,81
1559001601,"Tromsø","NO","few clouds",0,0,20,4.6,100,1,6,3.38,1001,81
1559002201,"Tromsø","NO","few clouds",0,0,20,4.6,100,1,6,3.36,1001,81
1559002801,"Tromsø","NO","few clouds",0,0,20,3.6,120,0,6,2.53,1001,75
1559003401,"Tromsø","NO","few clouds",0,0,20,3.6,120,0,6,2.49,1001,75
1559004001,"Tromsø","NO","few clouds",0,0,20,3.6,120,0,6,3.12,1001,75
1559004601,"Tromsø","NO","few clouds",0,0,20,3.6,120,1,6,3.4,1001,75
1559005201,"Tromsø","NO","few clouds",0,0,20,3.6,120,1,6,3.4,1001,75
1559005801,"Tromsø","NO","few clouds",0,0,20,3.6,120,1,6,3.4,1001,75
1559006401,"Tromsø","NO","few clouds",0,0,20,4.1,180,1,5,2.8,1001,75
1559007001,"Tromsø","NO","few clouds",0,0,20,4.1,180,1,5,2.8,1001,75
1559007601,"Tromsø","NO","few clouds",0,0,20,4.1,180,1,5,2.79,1001,75
1559008201,"Tromsø","NO","clear sky",0,0,0,4.1,190,1,5,2.8,1001,80
1559008801,"Tromsø","NO","clear sky",0,0,0,4.1,190,1,5,2.79,1001,80
1559009401,"Tromsø","NO","clear sky",0,0,0,4.1,190,1,5,2.79,1001,80
